region_id,region_name,year,population,birth_rate,death_rate,natural_increase_rate,migration_balance,gdp_per_capita,unemployment_rate,average_wage
20,Irkutsk Oblast,2018,959886,12.83,14.64,-1.81,-7047,321779,5.07,39321
20,Irkutsk Oblast,2019,935645,10.72,16.88,-6.16,-2927,200036,3.44,58056
20,Irkutsk Oblast,2020,932227,12.26,14.46,-2.2,-14697,777259,5.64,47041
20,Irkutsk Oblast,2021,947282,12.31,13.55,-1.24,-3046,712962,14.33,24236
20,Irkutsk Oblast,2022,931388,9.99,15.85,-5.86,-6836,160006,9.79,30124
20,Irkutsk Oblast,2023,932061,11.37,17.23,-5.86,-11229,587099,14.71,24075
20,Irkutsk Oblast,2024,899980,9.01,16.15,-7.13,-9825,432362,11.54,20362
21,Omsk Oblast,2010,3037694,13.05,10.96,2.09,-11014,720355,11.73,20549
21,Omsk Oblast,2011,2927751,9.91,12.69,-2.77,-345,544375,10.91,23245
21,Omsk Oblast,2012,2918112,14.89,17.08,-2.19,3654,503765,5.0,44671
21,Omsk Oblast,2013,2997896,12.33,11.96,0.38,-3311,499915,5.86,34737
21,Omsk Oblast,2014,2920641,14.87,14.63,0.24,-2395,311449,11.32,37104
21,Omsk Oblast,2015,3035561,14.2,11.06,3.14,-6121,164243,6.26,40105
21,Omsk Oblast,2016,2955555,9.26,11.73,-2.46,288,416286,10.69,30409
21,Omsk Oblast,2017,2875905,8.82,12.85,-4.03,1282,595337,3.88,31567
21,Omsk Oblast,2018,2898118,10.56,13.59,-3.02,-7862,379962,12.86,51571
21,Omsk Oblast,2019,2896557,14.57,13.35,1.22,3822,719607,3.78,35709
21,Omsk Oblast,2020,2725154,11.4,17.02,-5.63,-1461,694640,13.23,49934
21,Omsk Oblast,2021,2955167,8.98,16.1,-7.13,-10408,226408,4.57,20079
21,Omsk Oblast,2022,2773263,13.23,13.35,-0.12,-13328,162433,4.57,55634
21,Omsk Oblast,2023,2772078,8.56,14.26,-5.7,-10092,187525,7.39,29368
21,Omsk Oblast,2024,2823095,9.98,15.21,-5.23,-6684,428813,9.26,47857
22,Arkhangelsk Oblast,2010,3353877,14.16,14.71,-0.55,-2887,226182,6.72,25713
22,Arkhangelsk Oblast,2011,3490874,12.76,16.37,-3.61,-10913,480073,7.74,20724
22,Arkhangelsk Oblast,2012,3609957,12.03,16.02,-3.99,1722,683902,13.04,39403
22,Arkhangelsk Oblast,2013,3495035,10.55,13.29,-2.74,2099,723663,8.33,23027
22,Arkhangelsk Oblast,2014,3405496,14.13,13.02,1.11,4361,193267,10.6,22964
22,Arkhangelsk Oblast,2015,3124055,10.79,18.92,-8.13,-3818,358755,5.25,34020
22,Arkhangelsk Oblast,2016,3179465,10.81,14.88,-4.07,-824,155436,5.22,46467
22,Arkhangelsk Oblast,2017,3249899,11.78,12.52,-0.74,330,529413,12.27,50069
22,Arkhangelsk Oblast,2018,3124545,10.12,16.68,-6.56,-11602,276733,13.63,49999
22,Arkhangelsk Oblast,2019,3113174,14.67,16.59,-1.91,2782,526224,10.4,26259
22,Arkhangelsk Oblast,2020,3131449,10.15,11.65,-1.5,-10701,426153,13.85,40282
22,Arkhangelsk Oblast,2021,2927934,9.83,13.34,-3.51,1436,578681,12.45,30877
22,Arkhangelsk Oblast,2022,2863955,15.05,14.63,0.42,-11181,601516,5.23,43812
22,Arkhangelsk Oblast,2023,2830316,10.74,16.82,-6.08,217,272019,3.6,47957
22,Arkhangelsk Oblast,2024,2779420,7.72,13.06,-5.34,-14220,583450,6.54,55916
23,Murmansk Oblast,2010,4312455,14.12,15.49,-1.37,-13654,211696,14.99,33065
23,Murmansk Oblast,2011,4465528,14.38,17.27,-2.89,-14551,384277,12.3,42647
23,Murmansk Oblast,2012,4325521,9.93,11.58,-1.65,287,555433,12.03,21557
23,Murmansk Oblast,2013,4328383,12.71,15.55,-2.84,-3380,793941,11.96,37691
23,Murmansk Oblast,2014,4332892,12.42,14.79,-2.37,3563,753940,6.77,41107
23,Murmansk Oblast,2015,4246277,12.8,12.74,0.06,-1449,392529,14.27,26694
23,Murmansk Oblast,2016,4102124,12.31,16.29,-3.99,-9494,251534,10.45,43972
23,Murmansk Oblast,2017,4140959,11.02,15.44,-4.42,-14617,656416,10.12,47985
23,Murmansk Oblast,2018,4073968,13.46,15.96,-2.5,-11926,522194,5.96,56852
23,Murmansk Oblast,2019,4138620,11.59,11.31,0.28,-13308,544450,13.51,55316
23,Murmansk Oblast,2020,3915105,13.0,16.96,-3.97,-11066,629326,6.08,52105
23,Murmansk Oblast,2021,3923673,15.24,13.89,1.34,4506,681033,13.16,57518
23,Murmansk Oblast,2022,3842419,8.72,12.35,-3.63,-10412,454919,5.86,24039
23,Murmansk Oblast,2023,3792265,14.7,16.27,-1.57,-9432,668890,6.58,31975
23,Murmansk Oblast,2024,3802675,9.82,13.08,-3.26,-1520,190667,5.13,52360
24,Vologda Oblast,2010,819401,10.04,14.69,-4.65,-3386,478580,4.3,44959
24,Vologda Oblast,2011,815423,9.86,14.2,-4.34,-8870,684547,3.21,36744
24,Vologda Oblast,2012,829140,12.07,16.01,-3.94,-8722,499714,13.0,59578
24,Vologda Oblast,2013,797954,13.69,14.08,-0.39,-167,470169,8.54,53529
24,Vologda Oblast,2014,797957,10.96,14.39,-3.43,-12479,277672,14.39,27019
24,Vologda Oblast,2015,769861,12.01,17.39,-5.38,-10403,509230,7.15,46466
24,Vologda Oblast,2016,768569,9.16,12.52,-3.37,1514,335709,14.09,58797
24,Vologda Oblast,2017,748345,12.04,15.89,-3.85,-7652,206561,9.46,53804
24,Vologda Oblast,2018,739907,13.11,12.83,0.29,-10006,321110,2.51,54826
24,Vologda Oblast,2019,734750,14.33,12.55,1.78,-5833,378292,3.67,39445
24,Vologda Oblast,2020,717159,9.71,15.79,-6.08,211,250419,8.59,37199
24,Vologda Oblast,2021,691848,12.97,11.94,1.03,-14390,282891,6.76,40423
24,Vologda Oblast,2022,725204,11.92,13.05,-1.13,1783,254441,2.81,37961
24,Vologda Oblast,2023,730419,10.17,12.34,-2.17,-11530,396838,12.52,35683
24,Vologda Oblast,2024,690518,13.7,13.14,0.56,3582,401759,3.33,20766
25,Kaliningrad Oblast,2010,4305100,13.19,10.37,2.82,4229,584114,14.17,30619
25,Kaliningrad Oblast,2011,4253170,11.06,16.31,-5.26,-9367,776184,2.63,48641
25,Kaliningrad Oblast,2012,4172896,12.55,10.66,1.89,-6144,319681,6.79,53382
25,Kaliningrad Oblast,2013,4118576,8.81,11.87,-3.07,-11990,779249,8.08,40060
25,Kaliningrad Oblast,2014,3945803,11.14,16.0,-4.86,77,525629,13.8,52696
25,Kaliningrad Oblast,2015,3934594,11.99,17.99,-6.0,-9567,273896,4.81,33684
25,Kaliningrad Oblast,2016,3894980,11.41,14.21,-2.81,-5143,344962,9.95,37353
25,Kaliningrad Oblast,2017,4027802,10.79,16.51,-5.72,1419,518293,10.71,55935
25,Kaliningrad Oblast,2018,3944177,11.33,12.09,-0.76,-3462,451588,3.98,59222
25,Kaliningrad Oblast,2019,4019767,9.01,14.94,-5.93,-11549,519183,6.2,57532
25,Kaliningrad Oblast,2020,3880600,13.79,13.75,0.04,-13993,184297,11.15,38317
25,Kaliningrad Oblast,2021,3890764,9.48,15.8,-6.33,1413,460277,6.89,34502
25,Kaliningrad Oblast,2022,3785445,13.2,11.15,2.05,-5666,463385,13.01,28849
25,Kaliningrad Oblast,2023,3886258,13.62,12.38,1.24,3651,227118,14.17,47354
25,Kaliningrad Oblast,2024,3739751,11.94,13.49,-1.55,-11775,576666,14.64,42487
26,Novgorod Oblast,2010,3532930,12.38,17.16,-4.78,-7906,507931,7.54,53345
26,Novgorod Oblast,2011,3552268,13.01,13.75,-0.74,-12882,380683,7.66,47032
26,Novgorod Oblast,2012,3433159,11.17,12.49,-1.32,-14161,422468,4.6,55173
26,Novgorod Oblast,2013,3385550,12.13,15.02,-2.89,4162,293289,13.58,57372
26,Novgorod Oblast,2014,3360981,12.94,13.96,-1.02,-1451,428497,11.64,52978
26,Novgorod Oblast,2015,3391918,9.53,17.79,-8.26,-6373,396376,13.94,30046
26,Novgorod Oblast,2016,3220991,12.45,11.89,0.56,-14214,326799,2.58,59134
26,Novgorod Oblast,2017,3213766,15.53,12.94,2.6,-1578,673529,14.33,36008
26,Novgorod Oblast,2018,3063833,15.36,12.34,3.03,-1239,228251,14.23,27247
26,Novgorod Oblast,2019,3116260,12.19,14.11,-1.91,-6656,254146,4.64,36725
26,Novgorod Oblast,2020,3018436,9.17,14.49,-5.31,-11739,301978,2.8,53397
26,Novgorod Oblast,2021,3037708,14.65,16.72,-2.08,3529,422757,3.13,21575
26,Novgorod Oblast,2022,2776352,9.35,15.02,-5.67,-3232,408494,14.67,41767
26,Novgorod Oblast,2023,2831661,9.78,17.98,-8.2,-7505,507414,3.13,37044
26,Novgorod Oblast,2024,2806015,10.19,12.51,-2.31,-8250,715947,3.54,28445
27,Pskov Oblast,2010,3719181,10.74,13.29,-2.55,-4401,254888,9.65,52217
27,Pskov Oblast,2011,3671131,9.7,12.07,-2.37,-1406,186842,2.93,35676
27,Pskov Oblast,2012,3518884,13.29,12.02,1.27,2721,732198,6.22,29199
27,Pskov Oblast,2013,3473419,12.62,17.47,-4.85,-7060,251606,11.72,34418
27,Pskov Oblast,2014,3548083,12.67,17.8,-5.13,-11875,792473,14.72,51752
27,Pskov Oblast,2015,3507226,15.04,14.62,0.42,-6776,427866,6.63,42569
27,Pskov Oblast,2016,3339426,14.49,15.27,-0.78,590,160530,12.73,21605
27,Pskov Oblast,2017,3254712,13.14,13.4,-0.27,-8513,589714,9.93,44126
27,Pskov Oblast,2018,3285184,12.08,14.21,-2.13,371,297077,11.15,29333
27,Pskov Oblast,2019,3282435,10.27,11.62,-1.35,1988,179247,11.68,33652
27,Pskov Oblast,2020,3073120,11.51,14.63,-3.12,-14726,203039,5.73,21114
27,Pskov Oblast,2021,3010493,13.02,12.93,0.09,4306,182770,13.63,43075
27,Pskov Oblast,2022,2943030,11.78,11.63,0.15,-2981,371623,13.97,36263
27,Pskov Oblast,2023,2988438,10.04,15.1,-5.06,843,589634,11.0,57836
27,Pskov Oblast,2024,2924179,10.75,14.64,-3.89,-3130,160558,11.61,32941
28,Bryansk Oblast,2010,3299772,8.92,16.98,-8.06,-12931,411317,11.61,51192
28,Bryansk Oblast,2011,3381498,8.62,10.56,-1.94,-4194,703247,14.47,42629
28,Bryansk Oblast,2012,3260835,12.08,12.57,-0.48,-10194,211727,6.44,23865
28,Bryansk Oblast,2013,3396987,9.63,14.92,-5.28,2472,797119,9.78,52498
28,Bryansk Oblast,2014,3198631,10.58,14.9,-4.32,-12335,561057,4.1,43139
28,Bryansk Oblast,2015,3331914,13.53,17.68,-4.16,-5000,624661,10.24,27465
28,Bryansk Oblast,2016,3373077,13.52,12.34,1.18,-3288,501893,3.58,22281
28,Bryansk Oblast,2017,3155053,9.78,14.23,-4.46,-2244,683043,3.02,39925
28,Bryansk Oblast,2018,3128825,10.92,16.41,-5.49,-7703,566627,8.33,27597
28,Bryansk Oblast,2019,3215731,12.05,17.95,-5.9,-14581,355252,3.21,50661
28,Bryansk Oblast,2020,3095018,13.51,13.57,-0.07,-6754,757574,5.64,24817
28,Bryansk Oblast,2021,3240562,12.26,11.67,0.58,-8213,478855,4.52,46324
28,Bryansk Oblast,2022,3049536,8.4,15.93,-7.52,-1806,437321,10.6,22457
28,Bryansk Oblast,2023,3018437,13.88,18.04,-4.16,-11971,460320,10.02,43269
28,Bryansk Oblast,2024,2979888,8.81,14.1,-5.28,-10823,188067,9.4,43809
29,Vladimir Oblast,2010,4308688,10.84,12.53,-1.69,-3682,740212,7.45,31853
29,Vladimir Oblast,2011,4341563,11.28,15.52,-4.25,1568,202121,8.46,45203
29,Vladimir Oblast,2012,4452525,13.53,18.22,-4.68,-12513,718836,14.64,27086
29,Vladimir Oblast,2013,4337137,11.01,17.4,-6.39,1193,767846,2.78,59300
29,Vladimir Oblast,2014,4450708,8.76,12.52,-3.75,-6202,568571,7.26,22182
29,Vladimir Oblast,2015,4323328,11.09,12.09,-0.99,1409,687121,9.85,34124
29,Vladimir Oblast,2016,4221599,14.33,15.57,-1.24,688,539065,7.68,58317
29,Vladimir Oblast,2017,4395647,10.38,14.48,-4.1,-13808,542833,12.05,40936
29,Vladimir Oblast,2018,4205591,9.68,14.26,-4.58,-11732,269898,5.03,35468
29,Vladimir Oblast,2019,4147186,11.55,15.15,-3.6,-12093,478702,3.28,22846
29,Vladimir Oblast,2020,4103503,12.74,15.03,-2.29,4195,181651,3.73,21762
29,Vladimir Oblast,2021,4125981,12.03,11.0,1.03,-11602,232513,4.04,40742
29,Vladimir Oblast,2022,4070764,10.26,12.09,-1.83,-7357,510575,3.46,20167
29,Vladimir Oblast,2023,4159654,11.86,14.17,-2.31,-8292,265103,3.73,58268
29,Vladimir Oblast,2024,4037988,11.94,14.55,-2.61,-10261,213027,4.74,51900
30,Ivanovo Oblast,2010,3475754,8.95,13.79,-4.84,4850,306435,13.43,53224
30,Ivanovo Oblast,2011,3355700,9.2,16.66,-7.46,-11382,669452,6.68,49234
30,Ivanovo Oblast,2012,3492462,13.04,16.07,-3.03,-6683,506582,7.53,40784
30,Ivanovo Oblast,2013,3383952,15.18,13.19,1.98,-12339,253178,14.37,55184
30,Ivanovo Oblast,2014,3295446,12.26,13.1,-0.84,-3124,524135,4.52,38869
30,Ivanovo Oblast,2015,3243484,11.4,16.43,-5.03,-14496,380640,12.25,42555
30,Ivanovo Oblast,2016,3350090,11.65,17.05,-5.41,-5236,236568,5.77,36763
30,Ivanovo Oblast,2017,3367308,11.47,11.13,0.34,-5075,335656,11.68,20957
30,Ivanovo Oblast,2018,3292303,9.7,14.46,-4.77,-3989,414787,9.02,55862
30,Ivanovo Oblast,2019,3181205,10.24,15.31,-5.06,1203,429287,11.87,56521
30,Ivanovo Oblast,2020,3128128,10.39,11.82,-1.43,-3897,532194,7.83,44616
30,Ivanovo Oblast,2021,3121339,8.29,13.05,-4.76,-6993,677712,2.67,45975
30,Ivanovo Oblast,2022,3236890,14.86,12.75,2.11,-1739,591393,14.15,59877
30,Ivanovo Oblast,2023,3055942,13.51,11.09,2.42,-10378,733300,5.7,28826
30,Ivanovo Oblast,2024,3257483,10.05,15.76,-5.71,-6786,286298,14.71,45824
31,Kaluga Oblast,2010,4780522,13.96,18.5,-4.54,-7128,234966,10.9,49172
31,Kaluga Oblast,2011,4494285,11.95,14.51,-2.56,-95,300946,7.57,30766
31,Kaluga Oblast,2012,4477276,9.85,13.64,-3.8,25,733046,13.08,27312
31,Kaluga Oblast,2013,4495981,10.93,10.74,0.19,-10029,356012,12.61,55019
31,Kaluga Oblast,2014,4448061,10.18,16.13,-5.94,3900,593651,6.65,40023
31,Kaluga Oblast,2015,4410024,10.39,13.45,-3.06,-12253,769051,6.61,46492
31,Kaluga Oblast,2016,4368460,13.8,11.62,2.17,-899,632285,10.97,30092
31,Kaluga Oblast,2017,4281891,8.89,16.86,-7.97,-7332,259381,12.96,41956
31,Kaluga Oblast,2018,4227119,9.78,16.49,-6.72,-5782,688660,12.87,48375
31,Kaluga Oblast,2019,4283520,11.39,16.75,-5.37,-6844,726147,3.09,58456
31,Kaluga Oblast,2020,4157194,12.22,13.3,-1.07,3841,343877,12.19,35724
31,Kaluga Oblast,2021,4113041,10.92,13.7,-2.78,-6186,721944,8.82,40310
31,Kaluga Oblast,2022,3856021,9.51,14.77,-5.27,-6697,424424,12.31,27828
31,Kaluga Oblast,2023,4017337,11.76,14.81,-3.05,-4742,358555,9.95,59829
31,Kaluga Oblast,2024,3863352,11.22,11.82,-0.6,-10915,422151,5.25,20009
32,Kostroma Oblast,2010,4517992,9.54,11.7,-2.16,-6389,227441,8.9,33953
32,Kostroma Oblast,2011,4603958,11.66,12.34,-0.68,-14288,796314,5.41,22153
32,Kostroma Oblast,2012,4708669,10.49,14.18,-3.69,2228,712923,2.62,51121
32,Kostroma Oblast,2013,4786422,11.49,18.12,-6.63,91,311593,9.23,59685
32,Kostroma Oblast,2014,4513847,9.2,14.29,-5.09,-8253,687890,2.51,32312
32,Kostroma Oblast,2015,4557737,10.19,12.11,-1.93,-6652,394963,13.45,56211
32,Kostroma Oblast,2016,4422233,9.15,17.57,-8.42,-9038,358260,4.55,51326
32,Kostroma Oblast,2017,4588640,8.85,11.72,-2.87,3188,273583,12.77,41785
32,Kostroma Oblast,2018,4678093,9.39,16.98,-7.59,388,757617,13.87,52784
32,Kostroma Oblast,2019,4598814,13.95,12.4,1.55,-7458,405658,9.31,26395
32,Kostroma Oblast,2020,4551292,10.77,14.98,-4.21,-2089,251252,9.34,23497
32,Kostroma Oblast,2021,4714348,10.7,12.85,-2.15,4112,769861,6.9,21724
32,Kostroma Oblast,2022,4607271,14.07,11.71,2.36,4625,398050,12.19,33703
32,Kostroma Oblast,2023,4674344,12.39,17.33,-4.95,3352,726854,10.32,52330
32,Kostroma Oblast,2024,4635551,10.27,14.77,-4.5,-3070,679349,7.28,25290
33,Kursk Oblast,2010,1055313,11.04,17.04,-6.0,-7749,685598,5.05,38761
33,Kursk Oblast,2011,1037806,9.46,18.09,-8.63,-14493,598530,6.45,22229
33,Kursk Oblast,2012,1011165,12.16,10.6,1.57,-12056,343685,3.62,56433
33,Kursk Oblast,2013,1019377,9.19,13.38,-4.18,2689,510095,9.18,27818
33,Kursk Oblast,2014,1038427,9.46,14.02,-4.56,196,370235,14.4,49517
33,Kursk Oblast,2015,1009878,8.94,11.73,-2.78,-121,747485,7.8,33685
33,Kursk Oblast,2016,973275,14.46,11.43,3.03,3190,519821,12.03,52472
33,Kursk Oblast,2017,947957,13.06,14.52,-1.46,1101,699275,7.44,22050
33,Kursk Oblast,2018,963319,10.84,17.6,-6.77,-7860,562583,4.83,49974
33,Kursk Oblast,2019,909957,10.51,15.19,-4.68,4345,614831,14.46,37084
33,Kursk Oblast,2020,921599,11.62,16.62,-5.0,-9956,440372,4.04,28239
33,Kursk Oblast,2021,927794,12.31,12.54,-0.23,-374,650335,14.69,42942
33,Kursk Oblast,2022,924937,10.43,17.42,-6.98,-12612,363097,12.7,43892
33,Kursk Oblast,2023,874322,12.86,13.76,-0.9,-11363,429725,4.57,48264
33,Kursk Oblast,2024,879915,11.4,12.85,-1.45,-14170,359343,9.5,54317
34,Lipetsk Oblast,2010,3371265,10.57,10.94,-0.38,-8944,496106,9.56,44023
34,Lipetsk Oblast,2011,3361481,10.31,16.74,-6.43,-447,749692,12.03,43668
34,Lipetsk Oblast,2012,3344398,12.03,17.42,-5.4,-8311,487553,4.97,52206
34,Lipetsk Oblast,2013,3203057,9.64,15.03,-5.39,-6245,329890,9.48,33880
34,Lipetsk Oblast,2014,3112717,13.31,9.8,3.5,3410,157801,9.41,49626
34,Lipetsk Oblast,2015,3196612,12.85,12.92,-0.07,-5330,428947,3.44,24246
34,Lipetsk Oblast,2016,3156765,10.08,13.84,-3.76,-14270,184283,12.93,24718
34,Lipetsk Oblast,2017,3171390,9.38,12.69,-3.31,-6565,175949,8.11,43104
34,Lipetsk Oblast,2018,3014118,10.94,11.2,-0.26,331,778078,14.63,54602
34,Lipetsk Oblast,2019,3085399,11.87,16.11,-4.24,-5887,463311,11.97,31276
34,Lipetsk Oblast,2020,3105018,8.75,14.54,-5.79,-4071,312333,6.79,54081
34,Lipetsk Oblast,2021,3091876,11.66,11.14,0.53,4273,395041,10.04,23188
34,Lipetsk Oblast,2022,3045250,12.34,12.91,-0.57,-6871,721894,10.61,55969
34,Lipetsk Oblast,2023,3016797,12.35,11.88,0.48,3176,644260,10.95,32038
34,Lipetsk Oblast,2024,2996609,11.23,12.27,-1.04,-8476,454562,4.35,59386
35,Orel Oblast,2010,1127121,9.62,15.99,-6.37,-14579,172380,8.07,52666
35,Orel Oblast,2011,1124760,11.06,16.04,-4.98,3763,329118,6.65,48032
35,Orel Oblast,2012,1118127,13.8,12.01,1.78,-7255,333797,6.31,59317
35,Orel Oblast,2013,1097924,15.29,13.43,1.86,2390,267427,14.35,28750
35,Orel Oblast,2014,1079659,10.33,16.25,-5.92,-6108,632540,5.35,22338
35,Orel Oblast,2015,1028526,8.65,13.06,-4.41,-3333,724823,4.4,43912
35,Orel Oblast,2016,1013449,13.67,13.4,0.27,-4907,154779,11.15,46453
35,Orel Oblast,2017,997012,14.67,14.57,0.1,-654,528345,12.47,54574
35,Orel Oblast,2018,982582,10.29,17.41,-7.12,-1056,204094,13.29,39222
35,Orel Oblast,2019,967714,10.84,17.51,-6.67,-3846,185496,14.65,40504
35,Orel Oblast,2020,940808,10.96,13.07,-2.1,-11146,233896,6.22,51201
35,Orel Oblast,2021,905156,9.5,13.21,-3.71,4762,465399,4.74,55645
35,Orel Oblast,2022,927367,11.01,12.98,-1.97,-14212,164200,12.18,25377
35,Orel Oblast,2023,945388,10.93,11.47,-0.54,-6343,498102,8.46,35568
35,Orel Oblast,2024,892529,14.12,15.82,-1.7,3538,775338,8.86,38112
36,Ryazan Oblast,2010,1472744,9.79,13.03,-3.24,-13348,250438,7.99,40418
36,Ryazan Oblast,2011,1452991,9.89,12.94,-3.05,4331,764059,6.69,42834
36,Ryazan Oblast,2012,1478611,8.87,14.1,-5.23,-336,797023,6.09,41528
36,Ryazan Oblast,2013,1468844,11.38,17.61,-6.23,2066,473916,10.04,29090
36,Ryazan Oblast,2014,1544679,12.06,16.83,-4.77,443,260800,7.31,33878
36,Ryazan Oblast,2015,1535469,11.26,17.62,-6.35,-3470,372345,12.62,29531
36,Ryazan Oblast,2016,1501634,9.42,11.18,-1.75,-6089,778529,9.64,54537
36,Ryazan Oblast,2017,1573025,9.93,15.22,-5.29,-639,391828,3.66,38316
36,Ryazan Oblast,2018,1543008,9.94,18.3,-8.36,4332,438235,6.51,41043
36,Ryazan Oblast,2019,1509969,13.44,10.73,2.71,-14014,401087,6.92,32625
36,Ryazan Oblast,2020,1463205,9.7,13.12,-3.42,-6105,524754,14.79,29664
36,Ryazan Oblast,2021,1542065,13.31,12.69,0.62,-1462,191661,9.95,49583
36,Ryazan Oblast,2022,1552635,8.48,15.87,-7.39,-12324,769649,3.41,27963
36,Ryazan Oblast,2023,1536672,11.17,13.41,-2.24,-9205,305188,5.17,36445
36,Ryazan Oblast,2024,1519052,11.24,13.3,-2.06,-13639,355987,5.83,40237
37,Smolensk Oblast,2010,3968118,14.69,12.46,2.23,-13781,606017,2.62,36367
37,Smolensk Oblast,2011,4012155,12.94,12.71,0.23,-6073,622562,11.16,59494
37,Smolensk Oblast,2012,3992922,10.51,18.53,-8.02,-11872,638668,9.6,30986
37,Smolensk Oblast,2013,3765897,12.11,18.59,-6.48,-4625,183257,5.41,39680
37,Smolensk Oblast,2014,4014375,10.53,12.32,-1.79,-9837,451590,4.17,57109
37,Smolensk Oblast,2015,3971309,9.55,16.85,-7.3,-12720,568540,12.93,43094
37,Smolensk Oblast,2016,3998877,13.56,9.5,4.06,-2220,202940,7.94,31706
37,Smolensk Oblast,2017,3864659,13.06,14.9,-1.84,-12865,572211,13.35,53127
37,Smolensk Oblast,2018,4118316,12.37,13.26,-0.9,3859,546744,12.94,48414
37,Smolensk Oblast,2019,3988191,10.02,14.84,-4.82,3613,166018,11.21,49013
37,Smolensk Oblast,2020,3891741,14.6,12.82,1.78,-1996,788613,13.9,37565
37,Smolensk Oblast,2021,3964893,13.68,15.44,-1.76,-6462,454866,14.11,45643
37,Smolensk Oblast,2022,3974984,10.15,17.84,-7.69,-7798,460613,6.94,47300
37,Smolensk Oblast,2023,4085721,10.72,13.45,-2.74,-14204,538493,13.37,55633
37,Smolensk Oblast,2024,3924058,11.02,15.64,-4.62,1425,309025,7.77,53553
38,Tambov Oblast,2010,4278537,9.27,17.76,-8.49,-14024,698423,7.98,33695
38,Tambov Oblast,2011,4395668,12.15,14.85,-2.7,-11268,272350,4.8,22280
38,Tambov Oblast,2012,4374627,8.76,12.23,-3.47,-8465,377249,9.95,30968
38,Tambov Oblast,2013,4241122,9.05,16.04,-7.0,-166,588900,5.07,34099
38,Tambov Oblast,2014,4228766,14.97,15.62,-0.66,-2634,657950,11.29,53378
38,Tambov Oblast,2015,4205468,9.18,13.32,-4.13,-2191,354205,14.47,21336
38,Tambov Oblast,2016,3946522,13.27,12.21,1.06,3296,287614,4.3,50359
38,Tambov Oblast,2017,3859671,11.14,12.57,-1.43,-1331,535895,11.94,32378
38,Tambov Oblast,2018,3760738,14.3,12.37,1.92,-3708,314009,13.94,30627
38,Tambov Oblast,2019,3771743,14.47,16.83,-2.36,-11625,779412,8.16,57828
38,Tambov Oblast,2020,3731893,10.25,13.0,-2.75,911,241899,4.13,45737
38,Tambov Oblast,2021,3700613,10.46,13.88,-3.42,-1457,593736,10.36,30644
38,Tambov Oblast,2022,3713009,14.02,15.34,-1.32,-1514,786971,14.82,47467
38,Tambov Oblast,2023,3600819,9.99,16.56,-6.57,3203,398841,10.38,37205
38,Tambov Oblast,2024,3482558,13.16,17.81,-4.66,-9943,193734,5.85,56488
39,Tver Oblast,2010,3240001,10.9,11.02,-0.13,1460,302770,10.65,36207
39,Tver Oblast,2011,3138956,8.72,17.92,-9.2,4987,287430,5.81,46514
39,Tver Oblast,2012,3153540,14.78,17.17,-2.39,-12285,785334,14.55,26549
39,Tver Oblast,2013,3145675,10.12,16.19,-6.07,-8155,787899,10.37,36646
39,Tver Oblast,2014,3163289,9.41,11.28,-1.86,-12592,527499,14.11,39869
39,Tver Oblast,2015,3159156,13.7,15.8,-2.1,-2253,195952,7.02,41391
39,Tver Oblast,2016,3096487,15.65,13.95,1.7,927,537019,13.58,36437
39,Tver Oblast,2017,3261881,11.87,11.77,0.1,-10769,628423,6.5,40241
39,Tver Oblast,2018,3183203,9.42,17.06,-7.64,-12122,155602,2.75,43464
39,Tver Oblast,2019,3218247,7.13,13.64,-6.51,-355,301462,12.66,43537
39,Tver Oblast,2020,3248331,10.19,15.89,-5.7,-6687,317895,13.34,46770
39,Tver Oblast,2021,3091159,8.37,13.98,-5.6,-3682,745891,12.51,38045
39,Tver Oblast,2022,2950380,13.05,14.19,-1.14,-5721,309782,13.94,33416
39,Tver Oblast,2023,3124216,12.92,14.58,-1.66,-13017,554920,8.09,51119
39,Tver Oblast,2024,3056582,9.77,16.68,-6.9,-791,422300,8.97,23368
40,Tula Oblast,2010,4988666,8.4,18.1,-9.7,-10090,616414,12.21,46936
40,Tula Oblast,2011,4804406,11.91,17.36,-5.46,-7212,626198,11.06,28483
40,Tula Oblast,2012,4813696,10.7,12.58,-1.89,-8229,154609,11.0,53017
40,Tula Oblast,2013,4898949,9.67,14.96,-5.29,-14102,554655,6.36,34749
40,Tula Oblast,2014,4923711,11.39,18.61,-7.22,-5322,733396,13.85,23496
40,Tula Oblast,2015,4795846,14.83,12.79,2.04,1102,702586,6.11,58090
40,Tula Oblast,2016,5057114,13.29,11.62,1.66,-1681,684727,2.67,41680
40,Tula Oblast,2017,4821198,11.09,15.79,-4.7,-4935,647346,8.57,25975
40,Tula Oblast,2018,4694066,14.41,14.74,-0.33,-2463,314579,12.55,52712
40,Tula Oblast,2019,4781614,13.31,16.36,-3.05,-12350,505495,9.33,23578
40,Tula Oblast,2020,4867552,13.94,11.53,2.41,2495,233786,11.5,24046
40,Tula Oblast,2021,4707873,13.14,12.22,0.92,-2215,303193,11.42,54947
40,Tula Oblast,2022,4636561,11.4,12.85,-1.44,-12884,478990,12.68,57446
40,Tula Oblast,2023,4789974,11.86,14.2,-2.34,1964,470438,8.4,39612
40,Tula Oblast,2024,4725329,11.27,15.26,-3.99,-10233,666070,8.58,33361
41,Yaroslavl Oblast,2010,619612,14.23,13.86,0.37,-8858,172853,6.54,41764
